,bhattadnci,bhattadncir1,bhattadncir2,bhattadr1r2,bhattncir1r2
0,0.8833512670130408,0.983040129336901,0.9622634033655105,0.9627996124076111,0.9789029896948208
1,0.9871389302193955,0.9962369401582513,0.9945933888506048,0.9956467268684243,0.994698752089501
2,0.8556925649337426,0.9873198641849478,0.8907166822695558,0.976570404622038,0.8955414014943543
3,0.7401100780035635,0.8953971138496992,0.8862031697549051,0.9099693974002144,0.9135741125734859
4,4.824015000905881,3.2773242209687012,7254102548.8978195,0.9788797341465441,828020403264.7701
5,0.7964303488986147,0.9822644515302872,0.8940143136805859,0.9708723938618063,0.9364169029513274
6,0.9855303219015266,0.9964699461229023,0.9887018867704125,0.9941926145714923,0.9896951732197048
7,4.993946382494583,0.9719506903118442,75.29917172534968,0.9770865308698313,86.52458274980934
8,0.9709683807538129,0.9941910379666282,0.9821303557785853,0.9942281244822063,0.9848460850116867
9,48.191325153094354,0.9648401980932656,67.8697613573822,61.147842097028914,0.9477950201900037
10,0.9752440745602036,0.992606081241354,0.9847878875120827,0.9916756734432368,0.9909358335797221
11,0.8616444621077276,0.9950448749833817,0.9518796436902895,0.9954311026083746,0.9784424822594477
12,0.8916440652285754,0.9940483066422423,0.9580814043239716,0.9929733759219701,0.9807967035498156
13,0.9207119833722621,0.9985363583970404,0.9817139112187728,0.9883855357430504,0.9845267555190133
14,0.9748715722504819,0.9797790071932961,0.9853012666249465,0.985018560488336,0.9800047027295601
15,0.8998091277264617,0.9658640784428953,0.9440218537106223,0.9565036862384897,0.9668627594068188
16,0.9575698289831096,0.970259913628741,0.95853311510831,0.9969938106509697,0.9505143591066995
17,0.9762368788832004,0.9578415369339661,0.9507433318444998,0.9512733153654601,0.9546667017905213
18,4.042020083613663,940056.6183056681,190.44730631685624,268914269.76980364,1.6538541906178825
19,0.9857259134810216,0.9950995429719195,0.9883418825999485,0.9927828503079404,0.9921429702830911
20,0.9706866822133373,0.9950418980452163,0.9860210091985953,0.9936991556741481,0.9931531954016458
21,0.8301361256299796,7.309216147438462e+18,0.9388294586140216,12638680.660132367,179279575.99541527
22,0.8955676825056712,0.9901369874354414,0.9327086525041857,0.9872660400417912,0.9489533669763728
23,0.8681209453810432,0.9912517659384321,0.9442794201009013,0.9895161544441848,0.9773114749781063
24,0.9761936786550056,0.9967566543903106,0.9851718966878523,0.9893929857161208,0.9955201301121344
25,0.9448781416013556,0.9723910175299606,0.953675833806449,0.969016504130766,0.9653574850997193
26,0.9437059872772822,0.9869202913381522,0.9829705776505999,0.9898253469801466,0.9805618325059708
27,0.9047023365100932,0.9808525843925111,0.9601286195608453,0.9784387000550742,0.9855026593782851
28,0.9509101180097762,0.9902041295262938,0.974529062306271,0.9900695363049836,0.9824481358670788
29,4380.2991704281185,31699.206888537592,2041.0149320993246,0.9735721830386399,2604779955129.115
30,0.9501631190899643,0.9954089453233766,0.9863102763968341,0.991849995416343,0.9879116282651544
